reference_name,target_name,reference_network,induced_network,name_dct,num_assignment_pair,is_truncated,probability_of_occurrence_strong,truncated_strong,probability_of_occurrence_weak,truncated_weak,estimated_poc_strong,estimated_poc_weak
BIOMD0000000076,BIOMD0000000646,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","5787286: 3 species, 2 reactions
  Emi1_degradation_from_Cdh1p_Emi1_complexes: Emi1Cdh1p -> Cdh1p
  Cdh1_dephosphorylation: Cdh1p -> Cdh1","{""species_names"": {""G3P"": ""Cdh1p"", ""Gly"": ""Cdh1"", ""DHAP"": ""Emi1Cdh1p""}, ""reaction_names"": {""Gpd_p"": ""Emi1_degradation_from_Cdh1p_Emi1_complexes"", ""Gpp_p"": ""Cdh1_dephosphorylation""}}",4,False,,,,,0.5062527142801438,0.5147931518143564
BIOMD0000000076,BIOMD0000000479,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","9821080: 3 species, 2 reactions
  R42: z1 -> z2
  R43: z2 -> z3","{""species_names"": {""G3P"": ""z2"", ""Gly"": ""z3"", ""DHAP"": ""z1""}, ""reaction_names"": {""Gpd_p"": ""R42"", ""Gpp_p"": ""R43""}}",1,False,,,,,0.7257845067831967,0.7344175599264682
BIOMD0000000076,BIOMD0000000942,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","3577958: 3 species, 2 reactions
  R7_Protein_Complex__Formation_by_binding: Cyclin -> Cyclin_Cdk1_MPF
  R4_Phosphorylation: Cyclin_Cdk1_MPF -> Cyclin_Cdk1_preMPF","{""species_names"": {""G3P"": ""Cyclin_Cdk1_MPF"", ""Gly"": ""Cyclin_Cdk1_preMPF"", ""DHAP"": ""Cyclin""}, ""reaction_names"": {""Gpd_p"": ""R7_Protein_Complex__Formation_by_binding"", ""Gpp_p"": ""R4_Phosphorylation""}}",1,False,,,,,0.3566601540320731,0.36363787097036027
BIOMD0000000076,BIOMD0000000796,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","1016253: 3 species, 2 reactions
  pre_angiogenesis: E -> P
  pa_conversion: P -> A","{""species_names"": {""G3P"": ""P"", ""Gly"": ""A"", ""DHAP"": ""E""}, ""reaction_names"": {""Gpd_p"": ""pre_angiogenesis"", ""Gpp_p"": ""pa_conversion""}}",1,False,,,,,0.3176900194955621,0.3241083476847001
BIOMD0000000076,BIOMD0000000391,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","8085090: 3 species, 2 reactions
  PG_I: F6P -> G6P
  PG_M: G6P -> G1P","{""species_names"": {""G3P"": ""G6P"", ""Gly"": ""G1P"", ""DHAP"": ""F6P""}, ""reaction_names"": {""Gpd_p"": ""PG_I"", ""Gpp_p"": ""PG_M""}}",1,False,,,,,0.4607171229949677,0.46888807020498846
BIOMD0000000076,BIOMD0000000859,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","601747: 3 species, 2 reactions
  Starch_Formation: trioseP -> starch
  Sucrose_Formation_Starch: starch -> sucr","{""species_names"": {""G3P"": ""starch"", ""Gly"": ""sucr"", ""DHAP"": ""trioseP""}, ""reaction_names"": {""Gpd_p"": ""Starch_Formation"", ""Gpp_p"": ""Sucrose_Formation_Starch""}}",1,False,,,,,0.5205601988373296,0.5291955668133065
BIOMD0000000076,BIOMD0000000052,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","8348335: 3 species, 2 reactions
  _J9: Amadori -> AMP
  _J11: AMP -> Melanoidin","{""species_names"": {""G3P"": ""AMP"", ""Gly"": ""Melanoidin"", ""DHAP"": ""Amadori""}, ""reaction_names"": {""Gpd_p"": ""_J9"", ""Gpp_p"": ""_J11""}}",1,False,,,,,0.2763592797589972,0.28212333067949014
BIOMD0000000076,BIOMD0000000857,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","815965: 3 species, 2 reactions
  Starch_Formation: trioseP -> starch
  Sucrose_Formation_Starch: starch -> sucr","{""species_names"": {""G3P"": ""starch"", ""Gly"": ""sucr"", ""DHAP"": ""trioseP""}, ""reaction_names"": {""Gpd_p"": ""Starch_Formation"", ""Gpp_p"": ""Sucrose_Formation_Starch""}}",1,False,,,,,0.44462379612474756,0.45264078389116624
BIOMD0000000076,BIOMD0000000840,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","1952848: 3 species, 2 reactions
  Vicodin_Use_Transition_Acute_Chronic: M -> C1
  Vicodin_Use_Transition_Chronic: C1 -> C2","{""species_names"": {""G3P"": ""C1"", ""Gly"": ""C2"", ""DHAP"": ""M""}, ""reaction_names"": {""Gpd_p"": ""Vicodin_Use_Transition_Acute_Chronic"", ""Gpp_p"": ""Vicodin_Use_Transition_Chronic""}}",3,False,,,,,0.2763592797589972,0.28212333067949014
BIOMD0000000076,BIOMD0000000598,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","3256560: 3 species, 2 reactions
  cCOP1n_import: cCOP1c -> cCOP1n
  cCOP1d_activ: cCOP1n -> cCOP1d","{""species_names"": {""G3P"": ""cCOP1n"", ""Gly"": ""cCOP1d"", ""DHAP"": ""cCOP1c""}, ""reaction_names"": {""Gpd_p"": ""cCOP1n_import"", ""Gpp_p"": ""cCOP1d_activ""}}",1,False,,,,,0.8073165785345966,0.8150037957491612
BIOMD0000000076,BIOMD0000000426,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","9298526: 3 species, 2 reactions
  reaction_12: species_22 -> species_2
  reaction_3: species_2 -> species_5","{""species_names"": {""G3P"": ""species_2"", ""Gly"": ""species_5"", ""DHAP"": ""species_22""}, ""reaction_names"": {""Gpd_p"": ""reaction_12"", ""Gpp_p"": ""reaction_3""}}",4,False,,,,,0.5737626156137794,0.5826551770475301
BIOMD0000000076,BIOMD0000000050,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","4337278: 3 species, 2 reactions
  v13: Glu -> _3DG
  v5: _3DG -> Cn","{""species_names"": {""G3P"": ""_3DG"", ""Gly"": ""Cn"", ""DHAP"": ""Glu""}, ""reaction_names"": {""Gpd_p"": ""v13"", ""Gpp_p"": ""v5""}}",3,False,,,,,0.3753024335491919,0.382527034439862
BIOMD0000000076,BIOMD0000000500,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","9009106: 3 species, 2 reactions
  DNA52: DNA_111 -> DNA_1B11
  DNA54: DNA_1B11 -> DNA_1B1B1","{""species_names"": {""G3P"": ""DNA_1B11"", ""Gly"": ""DNA_1B1B1"", ""DHAP"": ""DNA_111""}, ""reaction_names"": {""Gpd_p"": ""DNA52"", ""Gpp_p"": ""DNA54""}}",2,False,,,,,0.4109820350570299,0.4186399408306466
BIOMD0000000076,BIOMD0000000070,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","9363591: 3 species, 2 reactions
  vPGM: Gri3P -> Gri2P
  vENO: Gri2P -> PEP","{""species_names"": {""G3P"": ""Gri2P"", ""Gly"": ""PEP"", ""DHAP"": ""Gri3P""}, ""reaction_names"": {""Gpd_p"": ""vPGM"", ""Gpp_p"": ""vENO""}}",1,False,,,,,0.6728734386156467,0.6817872137360774
BIOMD0000000076,BIOMD0000000211,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","8305664: 3 species, 2 reactions
  vPGM: species_7 -> species_5
  vENO: species_5 -> species_4","{""species_names"": {""G3P"": ""species_5"", ""Gly"": ""species_4"", ""DHAP"": ""species_7""}, ""reaction_names"": {""Gpd_p"": ""vPGM"", ""Gpp_p"": ""vENO""}}",2,False,,,,,0.4607171229949677,0.46888807020498846
BIOMD0000000076,BIOMD0000000810,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","7878527: 3 species, 2 reactions
  symmetric_differentiation_of_Cancer_Stem_Cells_S: Cancer_Stem_Cells_S -> Cancer_Cells_C
  mutation_of_Cancer_Cells_C: Cancer_Cells_C -> Resistant_Cancer_Cells_C_R","{""species_names"": {""G3P"": ""Cancer_Cells_C"", ""Gly"": ""Resistant_Cancer_Cells_C_R"", ""DHAP"": ""Cancer_Stem_Cells_S""}, ""reaction_names"": {""Gpd_p"": ""symmetric_differentiation_of_Cancer_Stem_Cells_S"", ""Gpp_p"": ""mutation_of_Cancer_Cells_C""}}",2,False,,,,,0.7895464483869725,0.7975014338486366
BIOMD0000000076,BIOMD0000000786,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","792735: 3 species, 2 reactions
  IKKn_activation: IKK_neutral -> IKK_active
  IKKa_spon_inactivation: IKK_active -> IKK_inact","{""species_names"": {""G3P"": ""IKK_active"", ""Gly"": ""IKK_inact"", ""DHAP"": ""IKK_neutral""}, ""reaction_names"": {""Gpd_p"": ""IKKn_activation"", ""Gpp_p"": ""IKKa_spon_inactivation""}}",4,False,,,,,0.6097529504704382,0.6187271368023686
BIOMD0000000076,BIOMD0000000708,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","3734737: 3 species, 2 reactions
  reaction_6: S_h -> I_h
  reaction_10: I_h -> R_h","{""species_names"": {""G3P"": ""I_h"", ""Gly"": ""R_h"", ""DHAP"": ""S_h""}, ""reaction_names"": {""Gpd_p"": ""reaction_6"", ""Gpp_p"": ""reaction_10""}}",1,False,,,,,0.2763592797589972,0.28212333067949014
BIOMD0000000076,BIOMD0000000428,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","1514415: 3 species, 2 reactions
  PGAM_c: _3PGA_c -> _2PGA_c
  ENO_c: _2PGA_c -> PEP_c","{""species_names"": {""G3P"": ""_2PGA_c"", ""Gly"": ""PEP_c"", ""DHAP"": ""_3PGA_c""}, ""reaction_names"": {""Gpd_p"": ""PGAM_c"", ""Gpp_p"": ""ENO_c""}}",4,False,,,,,0.49151826451511005,0.49995015141904964
BIOMD0000000076,BIOMD0000000214,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","5214394: 3 species, 2 reactions
  E2Ftrl: E1F -> E2F
  PFtrl: E2F -> PF","{""species_names"": {""G3P"": ""E2F"", ""Gly"": ""PF"", ""DHAP"": ""E1F""}, ""reaction_names"": {""Gpd_p"": ""E2Ftrl"", ""Gpp_p"": ""PFtrl""}}",4,False,,,,,0.5062527142801438,0.5147931518143564
BIOMD0000000076,BIOMD0000000105,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","7102870: 3 species, 2 reactions
  Aggregation2: AggP + MisP -> 2.0 AggP
  SequesteringOfAggregates: AggP -> SeqAggP","{""species_names"": {""G3P"": ""AggP"", ""Gly"": ""SeqAggP"", ""DHAP"": ""MisP""}, ""reaction_names"": {""Gpd_p"": ""Aggregation2"", ""Gpp_p"": ""SequesteringOfAggregates""}}",9,False,,,,,0.9369681349002505,0.9411318423970909
BIOMD0000000076,BIOMD0000000597,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","34389: 3 species, 2 reactions
  cCOP1n_import: cCOP1c -> cCOP1n
  cCOP1d_activ: cCOP1n -> cCOP1d","{""species_names"": {""G3P"": ""cCOP1n"", ""Gly"": ""cCOP1d"", ""DHAP"": ""cCOP1c""}, ""reaction_names"": {""Gpd_p"": ""cCOP1n_import"", ""Gpp_p"": ""cCOP1d_activ""}}",1,False,,,,,0.8073165785345966,0.8150037957491612
BIOMD0000000076,BIOMD0000000687,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","3772515: 3 species, 2 reactions
  Infection_1: x_0 -> y_0
  Infected_cell_infection_progression_1: y_0 -> y_1","{""species_names"": {""G3P"": ""y_0"", ""Gly"": ""y_1"", ""DHAP"": ""x_0""}, ""reaction_names"": {""Gpd_p"": ""Infection_1"", ""Gpp_p"": ""Infected_cell_infection_progression_1""}}",3,False,,,,,0.5205601988373296,0.5291955668133065
BIOMD0000000076,BIOMD0000000503,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","253015: 3 species, 2 reactions
  GPM: P3G -> P2G
  ENO: P2G -> PEP","{""species_names"": {""G3P"": ""P2G"", ""Gly"": ""PEP"", ""DHAP"": ""P3G""}, ""reaction_names"": {""Gpd_p"": ""GPM"", ""Gpp_p"": ""ENO""}}",1,False,,,,,0.6320419107043191,0.6410258802064821
BIOMD0000000076,BIOMD0000000895,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","6956463: 3 species, 2 reactions
  Mr_Recruitment: Mrrec -> Mr
  Mr_Activation: Mr -> Ma","{""species_names"": {""G3P"": ""Mr"", ""Gly"": ""Ma"", ""DHAP"": ""Mrrec""}, ""reaction_names"": {""Gpd_p"": ""Mr_Recruitment"", ""Gpp_p"": ""Mr_Activation""}}",1,False,,,,,0.5737626156137794,0.5826551770475301
BIOMD0000000076,BIOMD0000000176,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","1671697: 3 species, 2 reactions
  GPM: P3G -> P2G
  ENO: P2G -> PEP","{""species_names"": {""G3P"": ""P2G"", ""Gly"": ""PEP"", ""DHAP"": ""P3G""}, ""reaction_names"": {""Gpd_p"": ""GPM"", ""Gpp_p"": ""ENO""}}",1,False,,,,,0.4280502107838895,0.4358964755792404
BIOMD0000000076,BIOMD0000000320,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","9984694: 3 species, 2 reactions
  l_dopa_absorption: A_dopa -> C_dopa
  COMT_clearance: C_dopa -> C_OMD","{""species_names"": {""G3P"": ""C_dopa"", ""Gly"": ""C_OMD"", ""DHAP"": ""A_dopa""}, ""reaction_names"": {""Gpd_p"": ""l_dopa_absorption"", ""Gpp_p"": ""COMT_clearance""}}",5,False,,,,,0.33746154997607547,0.34417086763340154
BIOMD0000000076,BIOMD0000000446,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","3868870: 3 species, 2 reactions
  re8: ATF6T -> ATF6GB
  re10: ATF6GB -> ATF6p50","{""species_names"": {""G3P"": ""ATF6GB"", ""Gly"": ""ATF6p50"", ""DHAP"": ""ATF6T""}, ""reaction_names"": {""Gpd_p"": ""re8"", ""Gpp_p"": ""re10""}}",1,False,,,,,0.8384821482296057,0.8456009769245103
BIOMD0000000076,BIOMD0000000715,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","1692933: 3 species, 2 reactions
  reaction_2: I -> S
  reaction_3: S -> E","{""species_names"": {""G3P"": ""S"", ""Gly"": ""E"", ""DHAP"": ""I""}, ""reaction_names"": {""Gpd_p"": ""reaction_2"", ""Gpp_p"": ""reaction_3""}}",3,False,,,,,0.2763592797589972,0.28212333067949014
BIOMD0000000076,BIOMD0000000577,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","2262221: 3 species, 2 reactions
  cCOP1n_import: cCOP1c -> cCOP1n
  cCOP1d_activ: cCOP1n -> cCOP1d","{""species_names"": {""G3P"": ""cCOP1n"", ""Gly"": ""cCOP1d"", ""DHAP"": ""cCOP1c""}, ""reaction_names"": {""Gpd_p"": ""cCOP1n_import"", ""Gpp_p"": ""cCOP1d_activ""}}",1,False,,,,,0.8477072403334718,0.8546310037890803
BIOMD0000000076,BIOMD0000000017,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","1318537: 3 species, 2 reactions
  R9: AcLac -> AcetoinIn
  R10: AcetoinIn -> AcetoinOut","{""species_names"": {""G3P"": ""AcetoinIn"", ""Gly"": ""AcetoinOut"", ""DHAP"": ""AcLac""}, ""reaction_names"": {""Gpd_p"": ""R9"", ""Gpp_p"": ""R10""}}",2,False,,,,,0.33746154997607547,0.34417086763340154
BIOMD0000000076,BIOMD0000000540,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","2390671: 3 species, 2 reactions
  re1: s22 -> s4
  re3: s4 -> s11","{""species_names"": {""G3P"": ""s4"", ""Gly"": ""s11"", ""DHAP"": ""s22""}, ""reaction_names"": {""Gpd_p"": ""re1"", ""Gpp_p"": ""re3""}}",1,False,,,,,0.2763592797589972,0.28212333067949014
BIOMD0000000076,BIOMD0000000737,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","2209042: 3 species, 2 reactions
  BM_RBC: FeBM -> FeRBC
  RBC_Spleen: FeRBC -> FeSpleen","{""species_names"": {""G3P"": ""FeRBC"", ""Gly"": ""FeSpleen"", ""DHAP"": ""FeBM""}, ""reaction_names"": {""Gpd_p"": ""BM_RBC"", ""Gpp_p"": ""RBC_Spleen""}}",3,False,,,,,0.47634410800908267,0.48465308764529125
BIOMD0000000076,BIOMD0000000243,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","3305448: 3 species, 2 reactions
  reaction_20: NF_kB_IkB -> NF_kB_IkB_P
  reaction_21: NF_kB_IkB_P -> NF_kB_star","{""species_names"": {""G3P"": ""NF_kB_IkB_P"", ""Gly"": ""NF_kB_star"", ""DHAP"": ""NF_kB_IkB""}, ""reaction_names"": {""Gpd_p"": ""reaction_20"", ""Gpp_p"": ""reaction_21""}}",1,False,,,,,0.49151826451511005,0.49995015141904964
BIOMD0000000076,BIOMD0000000711,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","6874044: 3 species, 2 reactions
  R_virus_resistant_state_decay: Resistant_cells__R -> Healthy_Epithelial_cells__H
  Infection_of_Healthy_Epithelial_cells_by__V: Healthy_Epithelial_cells__H -> Infected_Epithelial_cells__I","{""species_names"": {""G3P"": ""Healthy_Epithelial_cells__H"", ""Gly"": ""Infected_Epithelial_cells__I"", ""DHAP"": ""Resistant_cells__R""}, ""reaction_names"": {""Gpd_p"": ""R_virus_resistant_state_decay"", ""Gpp_p"": ""Infection_of_Healthy_Epithelial_cells_by__V""}}",1,False,,,,,0.5344530905040334,0.5431704743304937
BIOMD0000000076,BIOMD0000000162,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","1008463: 3 species, 2 reactions
  flux1: Ca_D_Extracellular -> Ca_D_Cytosol
  SERCA_fluxD: Ca_D_Cytosol -> Ca_D_ER","{""species_names"": {""G3P"": ""Ca_D_Cytosol"", ""Gly"": ""Ca_D_ER"", ""DHAP"": ""Ca_D_Extracellular""}, ""reaction_names"": {""Gpd_p"": ""flux1"", ""Gpp_p"": ""SERCA_fluxD""}}",6,False,,,,,0.7337305432435703,0.7423008545103676
BIOMD0000000076,BIOMD0000000964,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","1538807: 3 species, 2 reactions
  Susceptible_to_Exposed: Susceptible -> Exposed
  Symptomatic_infection_from_Exposed: Exposed -> Infected_Symptomatic","{""species_names"": {""G3P"": ""Exposed"", ""Gly"": ""Infected_Symptomatic"", ""DHAP"": ""Susceptible""}, ""reaction_names"": {""Gpd_p"": ""Susceptible_to_Exposed"", ""Gpp_p"": ""Symptomatic_infection_from_Exposed""}}",4,False,,,,,0.33746154997607547,0.34417086763340154
BIOMD0000000076,BIOMD0000000067,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","1897482: 3 species, 2 reactions
  V_Acs: OAc -> AcCoA
  V_Pta: AcCoA -> AcP","{""species_names"": {""G3P"": ""AcCoA"", ""Gly"": ""AcP"", ""DHAP"": ""OAc""}, ""reaction_names"": {""Gpd_p"": ""V_Acs"", ""Gpp_p"": ""V_Pta""}}",5,False,,,,,0.3176900194955621,0.3241083476847001
BIOMD0000000076,BIOMD0000000172,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","483639: 3 species, 2 reactions
  PGM: P3G -> P2G
  ENO: P2G -> PEP","{""species_names"": {""G3P"": ""P2G"", ""Gly"": ""PEP"", ""DHAP"": ""P3G""}, ""reaction_names"": {""Gpd_p"": ""PGM"", ""Gpp_p"": ""ENO""}}",1,False,,,,,0.4280502107838895,0.4358964755792404
BIOMD0000000076,BIOMD0000000572,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","9047693: 3 species, 2 reactions
  re29: Mannitol1Phosphate -> Mannitol
  re32: Mannitol -> Mannitol_Ext","{""species_names"": {""G3P"": ""Mannitol"", ""Gly"": ""Mannitol_Ext"", ""DHAP"": ""Mannitol1Phosphate""}, ""reaction_names"": {""Gpd_p"": ""re29"", ""Gpp_p"": ""re32""}}",1,False,,,,,0.4607171229949677,0.46888807020498846
BIOMD0000000076,BIOMD0000000848,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","758546: 3 species, 2 reactions
  Refractory_To_Uninfected: R -> T
  Uninfected_Infection: T -> I","{""species_names"": {""G3P"": ""T"", ""Gly"": ""I"", ""DHAP"": ""R""}, ""reaction_names"": {""Gpd_p"": ""Refractory_To_Uninfected"", ""Gpp_p"": ""Uninfected_Infection""}}",3,False,,,,,0.4607171229949677,0.46888807020498846
BIOMD0000000076,BIOMD0000000467,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","7872949: 3 species, 2 reactions
  re41: s52 -> s48
  re42: s48 -> s47","{""species_names"": {""G3P"": ""s48"", ""Gly"": ""s47"", ""DHAP"": ""s52""}, ""reaction_names"": {""Gpd_p"": ""re41"", ""Gpp_p"": ""re42""}}",3,False,,,,,0.5062527142801438,0.5147931518143564
BIOMD0000000076,BIOMD0000000439,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","6651381: 3 species, 2 reactions
  R19: z1 -> z2
  R20: z2 -> z3","{""species_names"": {""G3P"": ""z2"", ""Gly"": ""z3"", ""DHAP"": ""z1""}, ""reaction_names"": {""Gpd_p"": ""R19"", ""Gpp_p"": ""R20""}}",1,False,,,,,0.4607171229949677,0.46888807020498846
BIOMD0000000076,BIOMD0000000035,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","5106878: 3 species, 2 reactions
  Reaction3: C -> R
  Reaction4: R -> EmptySet","{""species_names"": {""G3P"": ""R"", ""Gly"": ""EmptySet"", ""DHAP"": ""C""}, ""reaction_names"": {""Gpd_p"": ""Reaction3"", ""Gpp_p"": ""Reaction4""}}",1,False,,,,,0.3753024335491919,0.382527034439862
BIOMD0000000076,BIOMD0000000354,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","2226444: 3 species, 2 reactions
  mw69f19152_7258_45b0_bf9e_b196f19d7e03: CaM -> CaI
  JPump: CaI -> CaS","{""species_names"": {""G3P"": ""CaI"", ""Gly"": ""CaS"", ""DHAP"": ""CaM""}, ""reaction_names"": {""Gpd_p"": ""mw69f19152_7258_45b0_bf9e_b196f19d7e03"", ""Gpp_p"": ""JPump""}}",4,False,,,,,0.2763592797589972,0.28212333067949014
BIOMD0000000076,BIOMD0000000688,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","698424: 3 species, 2 reactions
  Infection_1: x -> y_0
  Infected_cell_infection_progression_1: y_0 -> y_1","{""species_names"": {""G3P"": ""y_0"", ""Gly"": ""y_1"", ""DHAP"": ""x""}, ""reaction_names"": {""Gpd_p"": ""Infection_1"", ""Gpp_p"": ""Infected_cell_infection_progression_1""}}",3,False,,,,,0.586113842589964,0.5950432407368642
BIOMD0000000076,BIOMD0000000710,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","430982: 3 species, 2 reactions
  reaction_2: U_H -> U_E
  reaction_5: U_E -> U_I","{""species_names"": {""G3P"": ""U_E"", ""Gly"": ""U_I"", ""DHAP"": ""U_H""}, ""reaction_names"": {""Gpd_p"": ""reaction_2"", ""Gpp_p"": ""reaction_5""}}",1,False,,,,,0.3753024335491919,0.382527034439862
BIOMD0000000076,BIOMD0000000053,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","8891844: 3 species, 2 reactions
  v2b: Amadori -> Schiff
  v6: Schiff -> CML","{""species_names"": {""G3P"": ""Schiff"", ""Gly"": ""CML"", ""DHAP"": ""Amadori""}, ""reaction_names"": {""Gpd_p"": ""v2b"", ""Gpp_p"": ""v6""}}",2,False,,,,,0.2973284652699698,0.303432093629312
BIOMD0000000076,BIOMD0000000108,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","6718777: 3 species, 2 reactions
  reaction_8: species_0000008 -> species_0000011
  reaction_12: species_0000011 -> species_0000007","{""species_names"": {""G3P"": ""species_0000011"", ""Gly"": ""species_0000007"", ""DHAP"": ""species_0000008""}, ""reaction_names"": {""Gpd_p"": ""reaction_8"", ""Gpp_p"": ""reaction_12""}}",1,False,,,,,0.3934045093345312,0.40085551008665876
BIOMD0000000076,BIOMD0000000575,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","3139412: 3 species, 2 reactions
  J1: Alpha_synuclein -> Protofibril
  J2: Protofibril -> Fibril","{""species_names"": {""G3P"": ""Protofibril"", ""Gly"": ""Fibril"", ""DHAP"": ""Alpha_synuclein""}, ""reaction_names"": {""Gpd_p"": ""J1"", ""Gpp_p"": ""J2""}}",1,False,,,,,0.8183216921515932,0.8258232987547716
BIOMD0000000076,BIOMD0000000177,"BIOMD0000000076: 3 species, 2 reactions
  Gpd_p: DHAP -> G3P
  Gpp_p: G3P -> Gly","40898: 3 species, 2 reactions
  PGM: P3G -> P2G
  ENO: P2G -> PEP","{""species_names"": {""G3P"": ""P2G"", ""Gly"": ""PEP"", ""DHAP"": ""P3G""}, ""reaction_names"": {""Gpd_p"": ""PGM"", ""Gpp_p"": ""ENO""}}",1,False,,,,,0.4607171229949677,0.46888807020498846
